70,82,107
129,146,184
153,122,101
69,107,95
173,127,128
171,188,129
56,123,201
166,92,77
97,83,174
104,61,86
75,188,167
55,160,213
143,65,49
80,148,99
59,52,155
52,197,227
147,85,169
167,135,61
242,245,245
201,201,200
162,161,160
121,120,120
86,85,84
54,53,52
